,Ticker,Price,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Gross Profit,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash Per Share,Current Ratio,Book Value Per Share,Cash Flow,Beta,Class
3348,mat,23.1746,47.67,14.4,1.59,3.73,11.42,15.2,11.87,26.47,16.6,11.7,1.52,1.6,8.86,2950000000.0,1.85,33.2,8.2,3.01,2.65,7.21,9460000000.0,0.99,5
3349,mat,22.4012,38.92,13.06,1.49,3.68,11.62,15.48,12.66,28.37,17.19,10.71,0.96,1.6,8.79,2950000000.0,1.95,56.1,14.1,1.22,2.82,7.17,9680000000.0,0.99,5
3350,mat,34.9044,49.23,17.23,2.04,4.44,12.09,15.9,10.46,27.35,18.79,12.71,1.45,2.08,11.2,3150000000.0,2.22,17.3,4.7,3.89,2.07,8.47,1280000000.0,0.64,0
3351,mat,43.2039,54.29,19.99,2.45,5.21,12.44,18.59,12.85,28.37,18.92,14.83,1.49,2.51,11.74,3410000000.0,2.3,391.9,7.2,3.65,3.51,8.83,1040000000.0,0.65,0
3352,mcd,18.6383,0.808,31.31,1.98,2.81,6.3,13.72,4.25,9.43,12.935,16.74,2.25,2.52,12.36,4660000000.0,0.812,45.4,3.6,0.51,0.736,9.18,20883666666.666668,0.793,2
3353,mcd,19.5621,0.808,22.51,1.98,2.91,8.8,13.72,6.11,13.58,13.481,0.0,2.08,2.48,12.68,4660000000.0,1.183,45.4,3.6,0.51,0.736,9.18,2950000000.0,0.751,4
3354,mcd,20.046,0.812,23.29,2.02,2.89,8.8,16.52,6.07,13.37,13.428,15.28,2.01,2.56,11.01,5200000000.0,1.181,64.7,11.3,0.39,0.758,9.495,3270000000.0,0.77,4
3355,mcd,19.8334,0.788,20.83,1.89,2.71,9.33,17.0,6.56,14.15,13.884,14.58,1.91,2.38,10.12,5200000000.0,1.295,64.7,11.3,0.77,0.881,9.821,3580000000.0,0.783,4
3356,mcd,19.3201,0.722,19.21,1.81,2.6,9.76,17.35,6.98,14.71,14.261,14.0,1.84,2.3,9.64,5200000000.0,1.392,64.7,11.3,0.74,1.123,10.08,3580000000.0,0.757,4
3357,mcd,23.7284,0.684,19.95,2.11,3.03,10.78,17.68,7.81,16.28,14.627,15.83,2.0,2.5,10.37,5200000000.0,1.579,64.7,11.3,1.24,0.985,10.309,3960000000.0,0.806,4
3358,mcd,23.0639,0.684,19.83,2.09,3.0,10.78,17.68,7.81,16.28,14.627,15.58,2.02,2.51,10.4,5200000000.0,1.579,64.7,11.3,1.24,0.985,10.309,3960000000.0,0.894,4
3359,mcd,24.6244,0.684,20.54,2.21,3.17,10.78,17.68,7.81,16.28,14.627,14.54,1.96,2.6,10.77,5200000000.0,1.58,29.37777777777778,8.340540540540536,1.24,0.985,10.309,20883666666.666668,0.877,2
3360,mcd,24.9454,0.649,18.95,2.26,3.24,11.95,18.57,8.68,17.75,14.974,15.23,2.09,2.68,10.76,5200000000.0,1.79,64.7,11.3,1.08,0.812,10.309,3960000000.0,0.877,4
3361,mcd,23.0639,0.592,15.76,2.01,2.67,12.82,18.45,9.4,18.67,15.3,14.5,1.88,2.38,9.65,10490000000.0,1.96,54.9,11.2,1.07,1.048,11.548,3900000000.0,0.805,4
3362,mcd,23.0639,0.592,16.0,2.05,2.73,12.82,18.48,8.48,18.48,15.433,14.68,1.92,2.41,9.738,10490000000.0,1.95,42.3,9.2,1.07,1.048,11.548,3830000000.0,0.809,4
3363,mcd,25.7607,0.556,18.21,2.11,2.94,11.82,18.2,8.64,17.41,16.04,14.678333333333333,2.01,2.4,9.734,10490000000.0,1.87,5.5,8.1,1.825,0.919,11.535,4160000000.0,0.7984324324324323,4
3364,mcd,25.0218,0.653,16.83,2.0,2.74,12.04,20.37,9.41,16.77,16.517,14.678333333333333,1.78,2.28,8.594,6320000000.0,1.97,14.1,6.2,3.052,1.425,12.172,4160000000.0,0.98,4
3365,mcd,34.525,0.592,19.09,2.53,3.55,13.36,20.78,9.8,19.38,17.506,14.678333333333333,2.15,2.75,10.249,6320000000.0,2.32,14.7,10.4,3.463,1.275,12.555,4130000000.0,1.42,4
3366,mcd,34.72,0.592,19.09,2.53,3.55,13.36,20.78,9.8,19.38,17.506,14.678333333333333,2.15,2.74,10.188,6320000000.0,2.32,14.7,10.4,3.463,1.275,12.555,4130000000.0,1.42,4
3367,mcd,34.8448,0.592,15.59,2.43,3.4,16.42,20.56,10.877333333333334,18.73,17.246,14.678333333333333,1.99,2.79,10.452,6320000000.0,2.83,104.0,7.6,3.463,1.1055666666666666,12.842,20883666666.666668,1.4,2
3368,mcd,37.7232,0.592,17.22,2.72,3.8,16.42,20.56,10.877333333333334,18.73,17.246,14.678333333333333,1.99,2.79,10.452,6320000000.0,2.832,104.0,7.6,3.463,1.1055666666666666,12.842,20883666666.666668,1.4,2
3369,mcd,40.7654,0.559,17.62,2.82,3.96,16.63,21.76,10.64,19.8,18.133,14.678333333333333,2.27,3.11,10.96,6980000000.0,2.97,21.9,11.2,2.042,1.266,13.206,4660000000.0,1.37,4
3370,mcd,39.1819,0.559,16.87,2.73,3.83,16.63,21.76,10.64,19.8,18.133,14.678333333333333,2.2,3.02,10.633,6980000000.0,2.97,21.9,11.2,2.042,1.266,13.206,4660000000.0,1.37,4
3371,mcd,39.3301,0.559,17.2,2.75,3.87,16.63,21.76,10.64,19.8,18.133,14.678333333333333,2.24,3.04,10.721,6980000000.0,2.97,21.9,11.2,2.042,1.266,13.206,4660000000.0,1.37,4
3372,mcd,44.3146,0.542,32.42,2.98,4.5,9.38,22.29,10.8,10.75,18.819,14.678333333333333,2.25,3.2,11.546,6980000000.0,1.73,29.37777777777778,12.0,1.797,1.272,12.659,4860000000.0,1.74,4
3373,mcd,42.4367,0.518,26.84,2.68,4.14,10.2,22.95,10.99,11.94,19.322,14.678333333333333,1.97,2.88,10.205,6980000000.0,1.93,27.0,7.2,2.53,1.056,12.656,4930000000.0,1.67,4
3374,mcd,50.4496,0.757,15.82,2.94,5.35,19.41,26.35,13.51,32.84,20.779,14.678333333333333,1.65,3.3,10.483,7933428571.428572,3.96,11.2,6.2,1.334,0.98,11.71,5730000000.0,0.71,4
3375,mcd,46.8854,30.97594594594595,15.16,2.71,4.89,18.34,26.71,10.877333333333334,30.45,20.526,14.678333333333333,1.68,3.07,9.601,7933428571.428572,3.76,22.6,3.3,1.334,1.1055666666666666,11.71,20883666666.666668,0.75,2
3376,mcd,88.3934,86.97,18.34,3.65,6.86,20.38,30.71,15.96,37.92,26.17,15.32,1.71,4.02,11.19,10690000000.0,5.27,10.8,9.8,2.3,1.25,14.09,7150000000.0,0.18,1
3377,mcd,89.1971,86.97,18.6,3.67,6.9,20.38,30.71,15.96,37.92,26.17,15.54,1.72,4.05,11.26,10690000000.0,5.27,10.8,9.8,2.3,1.25,14.09,7150000000.0,0.18,1
3378,mcd,84.8885,87.17,17.17,3.4,6.37,20.26,30.76,16.13,38.2,26.74,14.97,1.69,3.79,10.51,10690000000.0,5.35,4.8,7.1,2.27,1.17,14.43,7230000000.0,0.24,1
3379,mcd,86.4212,96.71,17.6,3.42,6.69,20.03,30.61,15.87,37.93,26.9,15.72,1.81,3.83,10.65,10690000000.0,5.32,4.5,0.2,2.48,1.24,13.92,7070000000.0,0.3,1
3380,mcd,85.8275,96.71,17.35,3.39,6.64,20.03,30.61,15.87,37.93,26.9,15.5,1.86,3.8,10.57,10690000000.0,5.32,4.5,0.2,2.48,1.24,13.92,7070000000.0,0.31,1
3381,mcd,88.9878,95.53,17.72,3.45,6.84,19.82,30.33,10.877333333333334,38.66,27.02,14.9,1.89,3.86,10.82,10690000000.0,5.36,1.4,1.9,2.18,1.1055666666666666,13.83,20883666666.666668,0.34,2
3382,mcd,94.1288,89.14,18.42,3.63,6.55,19.79,30.21,10.877333333333334,23.50588235294117,27.48,15.74,2.02,3.63,10.18,10820000000.0,5.39,0.3,0.9,1.891972972972973,1.1055666666666666,15.25,20883666666.666668,0.34,2
3383,mcd,94.544,84.04,18.49,3.66,6.65,19.79,30.13,15.42,36.59,27.46,15.95,2.06,4.13,11.6,10820000000.0,5.39,0.3,0.9,1.87,1.39,15.19,7020000000.0,0.34,1
3384,mchp,19.9624,0.031,31.74,7.42,4.32,23.9,29.65,11.94,14.48,3.759,23.81,1.25,6.72,15.18,349960000.0,0.9,55.6,7.3,2.94,3.367,6.694,382940000.0,1.555,0
3385,mchp,19.5414,0.031,29.58,7.1,4.09,24.59,30.09,12.26,14.98,3.904,25.61,1.29,6.31,14.17,349960000.0,0.96,55.6,7.3,3.36,3.558,6.948,390560000.0,1.496,0
3386,mchp,19.0897,0.031,28.55,6.94,4.0,24.59,30.09,12.26,14.98,3.904,24.72,1.31,6.16,13.83,349960000.0,0.96,55.6,7.3,3.36,3.558,6.948,390560000.0,1.571,0
3387,mchp,20.9117,0.031,29.56,7.3,4.15,25.24,33.03,10.17,15.24,4.097,22.1,1.14,5.175555555555556,13.38822222222222,349960000.0,1.01,20.4,8.6,3.523,3.507,7.152,352710000.0,1.2502222222222223,0
3388,mchp,25.9018,0.016,26.1,7.5,4.08,29.64,34.22,10.84,17.23,4.809,20.305714285714288,1.67,6.95,14.683,550880000.0,1.39,81.6,6.9,3.371,2.845,8.746,472090000.0,0.95,0
